title,studio,domestic_gross,foreign_gross,grand_total_gross,year
The Thorn in the Heart,Osci.,7400,10500,17900,2010
Picture Me,Strand,12000,10400,22400,2010
Cirkus Columbia,Strand,3500,9500,13000,2012
"Waiting for ""Superman""",ParV,6400000,9300,6409300,2010
Saint John of Las Vegas,IVP,103000,9100,112100,2010
Troublemakers: The Story of Land Art,FRun,29500,9100,38600,2016
Karthik Calling Karthik,Eros,286000,7100,293100,2010
Enemies of the People,ICir,73200,6400,79600,2010
Nenette,Kino,18000,5400,23400,2010
Reign of Judges: Title of Liberty - Concept Short,Darin Southa,93200,5200,98400,2018
Bluebeard,Strand,33500,5200,38700,2010
Aurora,CGld,5700,5100,10800,2011
The Extra Man,Magn.,453000,4500,457500,2010
Waking Sleeping Beauty,BV,80700,4200,84900,2010
Aashayein (Wishes),Relbig.,,3800,3800,2010
Client 9: The Rise and Fall of Eliot Spitzer,Magn.,189000,3500,192500,2010
The Red Baron,Mont.,37200,3100,40300,2010
Avengers: Infinity War,BV,678800000,"1,369.50",678801369.5,2018
Furious 7,Uni.,353000000,"1,163.00",353001163,2015
Star Wars: The Force Awakens,BV,936700000,"1,131.60",936701131.6,2015
Jurassic World,Uni.,652300000,"1,019.40",652301019.4,2015
The Fate of the Furious,Uni.,226000000,"1,010.00",226001010,2017
To Die Like a Man,Strand,4000,900,4900,2011
Chasing Mavericks,Fox,6000000,600,6000600,2012
Book Club,Par.,68600000,,68600000,2018
War Room,TriS,67800000,,67800000,2015
All Eyez on Me,LG/S,44900000,,44900000,2017
Red Dawn (2012),FD,44800000,,44800000,2012
47 Meters Down,ENTMP,44300000,,44300000,2017
Snitch,LG/S,42900000,,42900000,2013
Courageous,TriS,34500000,,34500000,2011
Death Wish (2018),MGM,34000000,,34000000,2018
Wind River,Wein.,33800000,,33800000,2017
Kidnap (2017),Aviron,31000000,,31000000,2017
When the Game Stands Tall,TriS,30100000,,30100000,2014
Hostiles,ENTMP,29800000,,29800000,2017
Home Again,ORF,27000000,,27000000,2017
Winchester,LGF,25100000,,25100000,2018
Our Idiot Brother,Wein.,24800000,,24800000,2011
Strangers: Prey at Night,Aviron,24600000,,24600000,2018
Whiskey Tango Foxtrot,Par.,23100000,,23100000,2016
Black or White,Rela.,21600000,,21600000,2015
Keanu,WB (NL),20600000,,20600000,2016
The Circle (2017),STX,20500000,,20500000,2017
Broken City,Fox,19700000,,19700000,2013
The Choice,LGF,18700000,,18700000,2016
Eye in the Sky,BST,18700000,,18700000,2016
You're Next,LGF,18500000,,18500000,2013
Admission,Focus,18000000,,18000000,2013
They Shall Not Grow Old,WB,18000000,,18000000,2018
Bad Santa 2,BG,17800000,,17800000,2016
Free Solo,NGE,17500000,,17500000,2018
Addicted,LGF,17400000,,17400000,2014
Masterminds (2016),Rela.,17400000,,17400000,2016
Norm of the North,LGF,17100000,,17100000,2016
Detroit,Annapurna,16800000,,16800000,2017
Hunter Killer,LG/S,15800000,,15800000,2018
The Infiltrator,BG,15400000,,15400000,2016
The Last Exorcism Part II,CBS,15200000,,15200000,2013
It Follows,RTWC,14700000,,14700000,2015
Woodlawn,PFR,14400000,,14400000,2015
"Hello, My Name is Doris",RAtt.,14400000,,14400000,2016
Wish Upon,BG,14300000,,14300000,2017
Love & Friendship,RAtt.,14000000,,14000000,2016
Jackie,FoxS,14000000,,14000000,2016
Playing for Keeps,FD,13100000,,13100000,2012
Battle of the Sexes,FoxS,12600000,,12600000,2017
People Like Us,BV,12400000,,12400000,2012
Before I Fall,ORF,12200000,,12200000,2017
Foxcatcher,SPC,12100000,,12100000,2014
No Manches Frida,PNT,11500000,,11500000,2016
The Old Man & the Gun,FoxS,11300000,,11300000,2018
The Darkness,BH Tilt,10800000,,10800000,2016
Belle,FoxS,10700000,,10700000,2014
Moms' Night Out,TriS,10400000,,10400000,2014
Straw Dogs (2011),SGem,10300000,,10300000,2011
Prom,BV,10100000,,10100000,2011
Bullet to the Head,WB,9500000,,9500000,2013
Thank You for Your Service (2017),Uni.,9500000,,9500000,2017
Rock Dog,LG/S,9400000,,9400000,2017
Bernie,MNE,9200000,,9200000,2012
Un Gallo con Muchos Huevos,LGF,9100000,,9100000,2015
Ratchet & Clank,Focus,8800000,,8800000,2016
Can You Ever Forgive Me?,FoxS,8800000,,8800000,2018
The Lobster (US Release),A24,8700000,,8700000,2016
Amy,A24,8400000,,8400000,2015
Bajrangi Bhaijaan,Eros,8199999,,8199999,2015
I'll See You In My Dreams,BST,7400000,,7400000,2015
The Green Inferno,BH Tilt,7200000,,7200000,2015
I am Not Your Negro,Magn.,7100000,,7100000,2017
Our Brand Is Crisis (2015),WB,7000000,,7000000,2015
Take Me Home Tonight,Rela.,6900000,,6900000,2011
Cedar Rapids,FoxS,6900000,,6900000,2011
The Spectacular Now,A24,6900000,,6900000,2013
The Collection,LD,6800000,,6800000,2012
Baahubali: The Beginning,BSC,6700000,,6700000,2015
Bajirao Mastani,Eros,6600000,,6600000,2015
Little Boy,ORF,6500000,,6500000,2015
The Young Messiah,Focus,6500000,,6500000,2016
Cantinflas,LGF,6400000,,6400000,2014
Believe,ORF,6200000,,6200000,2013
Maudie,SPC,6200000,,6200000,2017
The Hurricane Heist,ENTMP,6100000,,6100000,2018
Every Day (2018),Orion,6100000,,6100000,2018
Leave No Trace,BST,6000000,,6000000,2018
The Florida Project,A24,5900000,,5900000,2017
Closed Circuit,Focus,5800000,,5800000,2013
Suburbicon,Par.,5800000,,5800000,2017
My Hero Academia: Two Heroes,FUN,5800000,,5800000,2018
20th Century Women,A24,5700000,,5700000,2016
The Man Who Invented Christmas,BST,5700000,,5700000,2017
Paris Can Wait,SPC,5600000,,5600000,2017
Won't Back Down,Fox,5300000,,5300000,2012
Chennai Express,UTV,5300000,,5300000,2013
The Skeleton Twins,RAtt.,5300000,,5300000,2014
Hunt for the Wilderpeople,Orch.,5200000,,5200000,2016
Bleed for This,ORF,5100000,,5100000,2016
Colette,BST,5100000,,5100000,2018
20 Feet from Stardom,RTWC,4900000,,4900000,2013
Dilwale,UTV,4900000,,4900000,2015
True Story,FoxS,4700000,,4700000,2015
Hands of Stone,Wein.,4700000,,4700000,2016
Cold War (2018),Amazon,4600000,,4600000,2018
The Way,PDA,4400000,,4400000,2011
Dear White People,RAtt.,4400000,,4400000,2014
Much Ado About Nothing (2013),RAtt.,4300000,,4300000,2013
The Meddler,SPC,4300000,,4300000,2016
Gotti,VE,4300000,,4300000,2018
The Lunchbox,SPC,4200000,,4200000,2014
45 Years,IFC,4200000,,4200000,2015
A Hologram for the King,RAtt.,4200000,,4200000,2016
Swiss Army Man,A24,4200000,,4200000,2016
Ya Veremos,PNT,4200000,,4200000,2018
The Raid: Redemption,SPC,4099999,,4099999,2012
Frances Ha,IFC,4099999,,4099999,2013
Denial,BST,4099999,,4099999,2016
Buck,IFC,4000000,,4000000,2011
Safety Not Guaranteed,FD,4000000,,4000000,2012
My Old Lady,Cohen,4000000,,4000000,2014
Kabali,CineGalaxy,3900000,,3900000,2016
Yeh Jawaani Hai Deewani,Eros,3800000,,3800000,2013
Ida,MBox,3800000,,3800000,2014
Where to Invade Next,Drft.,3800000,,3800000,2016
Batman: The Killing Joke,Fathom,3800000,,3800000,2016
Friend Request,ENTMP,3800000,,3800000,2017
Don 2,Relbig.,3700000,,3700000,2011
Searching for Sugar Man,SPC,3700000,,3700000,2012
Ben is Back,RAtt.,3700000,,3700000,2018
Spare Parts,LGF,3600000,,3600000,2015
Their Finest,STX,3600000,,3600000,2017
Mommy,RAtt.,3500000,,3500000,2014
A Man Called Ove,MBox,3500000,,3500000,2016
The Grand Seduction,EOne,3400000,,3400000,2014
Learning to Drive,BG,3400000,,3400000,2015
Everybody Wants Some!!,Par.,3400000,,3400000,2016
Maggie's Plan,SPC,3400000,,3400000,2016
Bad Samaritan,Electric,3400000,,3400000,2018
The King's Speech (PG-13),Wein.,3300000,,3300000,2011
Robot & Frank,Gold.,3300000,,3300000,2012
Emperor,RAtt.,3300000,,3300000,2013
Stand Up Guys,LGF,3300000,,3300000,2013
Shoplifters,Magn.,3300000,,3300000,2018
Phoenix (2015),IFC,3200000,,3200000,2015
Green Room,A24,3200000,,3200000,2016
The Eagle Huntress,SPC,3200000,,3200000,2016
The Leisure Seeker,SPC,3200000,,3200000,2017
2001: A Space Odyssey (2018 re-release),WB,3200000,,3200000,2018
Zindagi Na Milegi Dobara,Eros,3100000,,3100000,2011
Raiders of the Lost Ark (IMAX),Par.,3100000,,3100000,2012
Celeste and Jesse Forever,SPC,3100000,,3100000,2012
Rosewater,ORF,3100000,,3100000,2014
Obvious Child,A24,3100000,,3100000,2014
Dil Dhadakne Do,Eros,3100000,,3100000,2015
Ladrones,LGF,3100000,,3100000,2015
Compadres,PNT,3100000,,3100000,2016
Jab Tak Hai Jaan,Yash,3000000,,3000000,2012
In a World,RAtt.,3000000,,3000000,2013
Tanu Weds Manu Returns,Eros,3000000,,3000000,2015
Rock The Kasbah,ORF,3000000,,3000000,2015
The End of the Tour,A24,3000000,,3000000,2015
Anthropoid,BST,3000000,,3000000,2016
Colossal,Neon,3000000,,3000000,2017
Talaash,Relbig.,2900000,,2900000,2012
Barfi!,UTV,2800000,,2800000,2012
Kedi,Osci.,2800000,,2800000,2017
La Boda de Valentina,PNT,2800000,,2800000,2018
Everything Must Go,RAtt.,2700000,,2700000,2011
Samsara,Osci.,2700000,,2700000,2012
Ram-Leela,Eros,2700000,,2700000,2013
The Good Lie,WB,2700000,,2700000,2014
Youth,FoxS,2700000,,2700000,2015
Chi-Raq,RAtt.,2700000,,2700000,2015
Jiro Dreams of Sushi,Magn.,2600000,,2600000,2012
The Raid 2,SPC,2600000,,2600000,2014
Dabangg 2,Eros,2500000,,2500000,2012
Kick,UTV,2500000,,2500000,2014
Kill the Messenger,Focus,2500000,,2500000,2014
Truth,SPC,2500000,,2500000,2015
Mistress America,FoxS,2500000,,2500000,2015
Hazlo Como Hombre (Do It Like An Hombre),PNT,2500000,,2500000,2017
You Were Never Really Here,Amazon,2500000,,2500000,2018
The Queen of Versailles,Magn.,2400000,,2400000,2012
I'm In Love With a Church Girl,HTR,2400000,,2400000,2013
The Homesman,Saban,2400000,,2400000,2014
The Disappointments Room,Rela.,2400000,,2400000,2016
Dear Zindagi,Relbig.,2400000,,2400000,2016
The Salesman,Cohen,2400000,,2400000,2017
Pokemon the Movie: I Choose You!,Fathom,2400000,,2400000,2017
The Rider,SPC,2400000,,2400000,2018
Mary and the Witch's Flower,GK,2400000,,2400000,2018
Ek Tha Tiger,Yash,2300000,,2300000,2012
No (2013),SPC,2300000,,2300000,2013
Renoir,Gold.,2300000,,2300000,2013
The Christmas Candle,ELS,2300000,,2300000,2013
Ode to My Father,CJ,2300000,,2300000,2014
Love is Strange,SPC,2300000,,2300000,2014
Elle,SPC,2300000,,2300000,2016
Jeepers Creepers 3,Scre.,2300000,,2300000,2017
Krrish 3,Eros,2200000,,2200000,2013
Austenland,SPC,2200000,,2200000,2013
2 States,UTV,2200000,,2200000,2014
Le Week-End,MBox,2200000,,2200000,2014
Paterson,BST,2200000,,2200000,2016
Un Padre No Tan Padre,PNT,2200000,,2200000,2017
Gloria (2014),RAtt.,2100000,,2100000,2014
Tamasha,UTV,2100000,,2100000,2015
I'm Not Ashamed,PFR,2100000,,2100000,2016
The Trip (2011),IFC,2000000,,2000000,2011
Footnote,SPC,2000000,,2000000,2012
Agneepath,Eros,2000000,,2000000,2012
The Iceman (2013),MNE,2000000,,2000000,2013
Cake,CLF,2000000,,2000000,2015
The Dressmaker,BG,2000000,,2000000,2016
The Handmaiden,Magn.,2000000,,2000000,2016
Demolition,FoxS,2000000,,2000000,2016
Good Time,A24,2000000,,2000000,2017
A Fantastic Woman,SPC,2000000,,2000000,2018
English Vinglish,Eros,1900000,,1900000,2012
Only Lovers Left Alive,SPC,1900000,,1900000,2014
Assassination (2015),WGUSA,1900000,,1900000,2015
Clouds of Sils Maria,IFC,1900000,,1900000,2015
Everybody Loves Somebody,PNT,1900000,,1900000,2017
Along with the Gods: The Two Worlds,WGUSA,1900000,,1900000,2017
Youth (2017),CL,1900000,,1900000,2017
A Quiet Passion,MBox,1900000,,1900000,2017
MET Opera: La Traviata,Fathom,1900000,,1900000,2018
Flipped,WB,1800000,,1800000,2010
Bodyguard,Relbig.,1800000,,1800000,2011
A Better Life,Sum.,1800000,,1800000,2011
Housefull 2,Eros,1800000,,1800000,2012
Fill the Void,SPC,1800000,,1800000,2013
Tusk,A24,1800000,,1800000,2014
Testament of Youth,SPC,1800000,,1800000,2015
Piku,Yash,1800000,,1800000,2015
The Vatican Tapes,LGF,1800000,,1800000,2015
Son of Saul,SPC,1800000,,1800000,2015
Free Fire,A24,1800000,,1800000,2017
The Last Word,BST,1800000,,1800000,2017
Busco Novio Para Mi Mujer,PNT,1700000,,1700000,2016
Weiner,IFC,1700000,,1700000,2016
Jane (2017),Abr.,1700000,,1700000,2017
Capernaum,SPC,1700000,,1700000,2018
Your Sister's Sister,IFC,1600000,,1600000,2012
A Late Quartet,EOne,1600000,,1600000,2012
Bhaag Milkha Bhaag,Relbig.,1600000,,1600000,2013
Stories We Tell,RAtt.,1600000,,1600000,2013
Race 2,UTV,1600000,,1600000,2013
I Saw the Light,SPC,1600000,,1600000,2016
A Ghost Story,A24,1600000,,1600000,2017
Bill Cunningham New York,Zeit.,1500000,,1500000,2011
Awake: The Life of Yogananda,CF&SR,1500000,,1500000,2014
Fed Up,RTWC,1500000,,1500000,2014
Finding Vivian Maier,IFC,1500000,,1500000,2014
The Diary of a Teenage Girl,SPC,1500000,,1500000,2015
Jane Got a Gun,Wein.,1500000,,1500000,2016
Toni Erdmann,SPC,1500000,,1500000,2016
The Square,Magn.,1500000,,1500000,2017
The Art of Getting By,FoxS,1400000,,1400000,2011
The Devil's Double,LGF,1400000,,1400000,2011
Marley,Magn.,1400000,,1400000,2012
Disconnect,LD,1400000,,1400000,2013
Girl Most Likely,RAtt.,1400000,,1400000,2013
Locke,A24,1400000,,1400000,2014
Force Majeure,Magn.,1400000,,1400000,2014
I (2015),AaF,1400000,,1400000,2015
Infinitely Polar Bear,SPC,1400000,,1400000,2015
99 Homes,BG,1400000,,1400000,2015
Welcome Back,Eros,1400000,,1400000,2015
The Wedding Plan,RAtt.,1400000,,1400000,2017
Finding Your Feet,RAtt.,1400000,,1400000,2018
Chasing Ice,SD,1300000,,1300000,2012
The Other Son,Cohen,1300000,,1300000,2012
"For a Good Time, Call...",Focus,1300000,,1300000,2012
Wadjda (U.S. only),SPC,1300000,,1300000,2013
The Kings of Summer,CBS,1300000,,1300000,2013
Jai Ho,Eros,1300000,,1300000,2014
The Salt of the Earth,SPC,1300000,,1300000,2015
Iris (2015),Magn.,1300000,,1300000,2015
The Wolfpack,Magn.,1300000,,1300000,2015
The Neon Demon,BG,1300000,,1300000,2016
Embrace of the Serpent,Osci.,1300000,,1300000,2016
Housefull 3,Eros,1300000,,1300000,2016
Mohenjo Daro,UTV,1300000,,1300000,2016
Personal Shopper,IFC,1300000,,1300000,2017
Churchill,Cohen,1300000,,1300000,2017
The Sense of an Ending,CBS,1300000,,1300000,2017
Never Look Away,SPC,1300000,,1300000,2018
Maria by Callas,SPC,1300000,,1300000,2018
Take This Waltz,Magn.,1200000,,1200000,2012
Cocktail (2012),Eros,1200000,,1200000,2012
Ek Main Aur Ekk Tu,UTV,1200000,,1200000,2012
The Invisible Woman,SPC,1200000,,1200000,2013
Romeo and Juliet (2013),Rela.,1200000,,1200000,2013
Still Mine,Gold.,1200000,,1200000,2013
Singham Returns,Eros,1200000,,1200000,2014
The Remaining,Triu,1200000,,1200000,2014
Veteran,CJ,1200000,,1200000,2015
Goodnight Mommy,RTWC,1200000,,1200000,2015
Black Sea,Focus,1200000,,1200000,2015
Miss You Already,RAtt.,1200000,,1200000,2015
Where Hope Grows,RAtt.,1200000,,1200000,2015
Lazer Team,Ampl.,1200000,,1200000,2016
The Music of Strangers,Orch.,1200000,,1200000,2016
3 Idiotas,PNT,1200000,,1200000,2017
Mandy,RLJ,1200000,,1200000,2018
Andhadhun,Eros,1200000,,1200000,2018
Lean on Pete,A24,1200000,,1200000,2018
The Whistleblower,Gold.,1100000,,1100000,2011
Red State,SMod,1100000,,1100000,2011
Desi Boyz,Eros,1100000,,1100000,2011
There Be Dragons,Gold.,1100000,,1100000,2011
Page One: A Year Inside the New York Times,Magn.,1100000,,1100000,2011
The Deep Blue Sea,MBox,1100000,,1100000,2012
Kai Po Che,UTV,1100000,,1100000,2013
What Maisie Knew,MNE,1100000,,1100000,2013
Thanks for Sharing,RAtt.,1100000,,1100000,2013
Hector And The Search For Happiness,Rela.,1100000,,1100000,2014
Leviathan (2014),SPC,1100000,,1100000,2014
The Captive,A24,1100000,,1100000,2014
Laggies,A24,1100000,,1100000,2014
Timbuktu,Cohen,1100000,,1100000,2015
Dough,Men.,1100000,,1100000,2016
Wazir,Relbig.,1100000,,1100000,2016
Papa: Hemingway in Cuba,YFG,1100000,,1100000,2016
Certain Women,IFC,1100000,,1100000,2016
The Innocents,MBox,1100000,,1100000,2016
Elvis & Nixon,BST,1100000,,1100000,2016
Lady Macbeth,RAtt.,1100000,,1100000,2017
Diana Vreeland: The Eye Has to Travel,Gold.,1000000,,1000000,2012
First Position,IFC,1000000,,1000000,2012
Damsels in Distress,SPC,1000000,,1000000,2012
Kill Your Darlings,SPC,1000000,,1000000,2013
Short Term 12,Cdgm.,1000000,,1000000,2013
Ginger & Rosa,A24,1000000,,1000000,2013
Haider,UTV,1000000,,1000000,2014
Third Person,SPC,1000000,,1000000,2014
Dior and I,Orch.,1000000,,1000000,2015
5 Flights Up,FCW,1000000,,1000000,2015
Big Stone Gap,PH,1000000,,1000000,2015
Operation Chromite,CJ,1000000,,1000000,2016
Film Stars Don't Die in Liverpool,SPC,1000000,,1000000,2017
Yu-Gi-Oh! The Dark Side of Dimensions,SV,1000000,,1000000,2017
Nothing to Lose (2018),Swen,1000000,,1000000,2018
Raid (2018),Eros,1000000,,1000000,2018
The Insult,Cohen,1000000,,1000000,2018
Little Italy,EOne,990000,,990000,2018
Gett: The Trial of Viviane Amsalem,MBox,988000,,988000,2015
Rockstar (2011),Eros,987000,,987000,2011
Baar Baar Dekho,Eros,982000,,982000,2016
Meek's Cutoff,Osci.,978000,,978000,2011
Rampart,MNE,973000,,973000,2012
Lore,MBox,970000,,970000,2013
Lucky (2017),Magn.,956000,,956000,2017
Ready,Eros,955000,,955000,2011
Faces Places,Cohen,954000,,954000,2017
Dark Horse (2016),SPC,941000,,941000,2016
Neruda,Orch.,939000,,939000,2016
Tubelight,Yash,930000,,930000,2017
Shaadi Ke Side Effects,Eros,921000,,921000,2014
Boruto: Naruto the Movie,Elev.,920000,,920000,2015
Singh is Bling,Eros,919000,,919000,2015
The Miseducation of Cameron Post,FR,905000,,905000,2018
Raanjhana,Eros,903000,,903000,2013
Kedarnath,PackYourBag,901000,,901000,2018
Gentleman,Gaatri,898000,,898000,2016
ABCD (Any Body Can Dance) 2,UTV,892000,,892000,2015
Frantz,MBox,881000,,881000,2017
Song of the Sea,GK,858000,,858000,2014
Ki & Ka,Eros,858000,,858000,2016
Generation Iron,TVC,850000,,850000,2013
Mustang,Cohen,845000,,845000,2015
Higher Ground,SPC,842000,,842000,2011
Schindler's List (2018 re-release),Uni.,833000,,833000,2018
BOMBSHELL: The Hedy Lamarr Story,Zeit.,820000,,820000,2017
Kochadaiiyaan,Eros,817000,,817000,2014
Dishoom,Eros,813000,,813000,2016
Mirai,GK,813000,,813000,2018
Beast,RAtt.,800000,,800000,2018
Darling Companion,SPC,794000,,794000,2012
Labyrinth of Lies,SPC,794000,,794000,2015
Pokemon the Movie: The Power of Us,Fathom,789000,,789000,2018
The Wailing (Goksung),WGUSA,787000,,787000,2016
Teri Meri Kahaani,Eros,781000,,781000,2012
Chongqing Hot Pot,CL,780000,,780000,2016
Son of Sardaar,Eros,772000,,772000,2012
Palo Alto,Trib.,768000,,768000,2014
The Polar Express (2016 re-issue),WB,765000,,765000,2016
The Party (2017),RAtt.,750000,,750000,2018
Seymour: An Introduction,IFC,744000,,744000,2015
Satyagraha,UTV,739000,,739000,2013
Ek Villain,Eros,731000,,731000,2014
Mausam,Eros,728000,,728000,2011
Walk With Me,Gathr,727000,,727000,2017
Burning,WGUSA,719000,,719000,2018
Hannah Arendt,Zeit.,717000,,717000,2013
Khoobsurat,UTV,711000,,711000,2014
Holiday (2014),Relbig.,707000,,707000,2014
Hobo With a Shotgun,Magn.,703000,,703000,2011
Little Men (2016),Magn.,703000,,703000,2016
Tangerine,Magn.,702000,,702000,2015
Chaar Sahibzaade: Rise of Band Singh Bahadur,Eros,701000,,701000,2016
Agent Vinod,Eros,698000,,698000,2012
Tabloid,IFC,697000,,697000,2011
Red Army,SPC,695000,,695000,2015
Titanic (20th Anniversary),Par.,692000,,692000,2017
Lost in Paris,Osci.,692000,,692000,2017
Shubh Mangal Saavdhan,Eros,690000,,690000,2017
Besharam,Relbig.,680000,,680000,2013
Born to be Blue (US Release),IFC,678000,,678000,2016
The Polar Express (IMAX re-issue 2010),WB,673000,,673000,2010
Student of the Year,Eros,670000,,670000,2012
The Polar Express (2012 re-issue),WB,669000,,669000,2012
The Stanford Prison Experiment,IFC,661000,,661000,2015
Aarakshan (Reservation),Relbig.,651000,,651000,2011
Hasee Toh Phasee,Relbig.,646000,,646000,2014
Frank,Magn.,645000,,645000,2014
Holy Motors,IM,641000,,641000,2012
City of Gold,IFC,641000,,641000,2016
POM Wonderful Presents: The Greatest Movie Ever Sold,SPC,638000,,638000,2011
Remember (US Release),A24,638000,,638000,2016
The Assassin,WGUSA,633000,,633000,2015
Embrace: The Documentary,Gathr,629000,,629000,2016
"Kumiko, The Treasure Hunter",Ampl.,623000,,623000,2015
Mary Kom,Eros,621000,,621000,2014
Foxtrot,SPC,619000,,619000,2018
The Sound of Music (2018 re-release),Fathom,616000,,616000,2018
Tickled,Magn.,614000,,614000,2016
The Hunt,Magn.,613000,,613000,2013
Walking the Camino: Six Ways to Santiago,FEF,613000,,613000,2013
Welcome to Me,Alc,609000,,609000,2015
The Midwife,MBox,604000,,604000,2017
The Signal (2014),Focus,601000,,601000,2014
"Lo and Behold, Reveries of the Connected World",Magn.,595000,,595000,2016
"Peace, Love and Misunderstanding",IFC,591000,,591000,2012
To The Wonder,Magn.,588000,,588000,2013
The Big Lebowski (20th Anniversary),Fathom,583000,,583000,2018
Lootera,Eros,582000,,582000,2013
Detective Byomkesh Bakshy,Yash,579000,,579000,2015
Freeheld,LGF,573000,,573000,2015
A Tale of Love and Darkness,FCW,572000,,572000,2016
The Future,RAtt.,569000,,569000,2011
Back in Time (Congcong Nanian),CL,569000,,569000,2014
Tunnel,WGUSA,569000,,569000,2016
Manmarziyaan,Eros,567000,,567000,2018
Knight of Cups,BG,566000,,566000,2016
Loveless (2018),SPC,566000,,566000,2018
Dum Maaro Dum,FoxS,564000,,564000,2011
Undefeated (2012),Wein.,562000,,562000,2012
Museum Hours,CGld,561000,,561000,2013
When Marnie Was There,GK,561000,,561000,2015
Harry & Snowman,FR,561000,,561000,2016
The Reluctant Fundamentalist,IFC,553000,,553000,2013
Tommy Wiseau's The Room,Fathom,550000,,550000,2018
Vicky Donor,Eros,549000,,549000,2012
Double Dhamaal,Relbig.,544000,,544000,2011
American Pastoral,LGF,544000,,544000,2016
The Age of Shadows,CJ,542000,,542000,2016
Being Flynn,Focus,540000,,540000,2012
Gabbar is Back,Eros,535000,,535000,2015
Ai Weiwei: Never Sorry,IFC,534000,,534000,2012
Where Do We Go Now?,SPC,532000,,532000,2012
Highway (2014),UTV,529000,,529000,2014
Fitoor,UTV,529000,,529000,2016
The First Monday in May,Magn.,527000,,527000,2016
Fireworks (2018),GK,525000,,525000,2018
Dom Hemingway,FoxS,524000,,524000,2014
The Last - Naruto the Movie,Elev.,524000,,524000,2015
Fairy Tail: Dragon Cry,FUN,519000,,519000,2017
The One I Love,RTWC,513000,,513000,2014
Our President,CJ,507000,,507000,2017
The Spy Gone North,CJ,501000,,501000,2018
Peggy Guggenheim Art Addict,SD,498000,,498000,2015
Marguerite,Cohen,497000,,497000,2016
Mere Brother Ki Dulhan,Yash,496000,,496000,2011
The Inevitable Defeat of Mister and Pete,LGF,495000,,495000,2013
A Girl Walks Home Alone at Night,KL,492000,,492000,2014
The Boy and the Beast,FUN,491000,,491000,2016
Phantom (2015),UTV,490000,,490000,2015
Breathe (2017),BST,490000,,490000,2017
Act of Killing,Drft.,487000,,487000,2013
Weekend (2011),IFC,485000,,485000,2011
Somewhere Only We Know,CL,482000,,482000,2015
Wiener-Dog,IFC,477000,,477000,2016
Our Little Sister,SPC,468000,,468000,2016
The Happy Prince,SPC,466000,,466000,2018
Let's Get Married,CL,463000,,463000,2015
Final Portrait,SPC,462000,,462000,2018
Circumstance,RAtt.,454000,,454000,2011
Only Yesterday (2016 re-release),GK,453000,,453000,2016
Bombay Velvet,FIP,451000,,451000,2015
Attack on Titan: Part 1,FUN,450000,,450000,2015
The Third Man (2015 re-release),Rialto,449000,,449000,2015
In Secret,RAtt.,444000,,444000,2014
Song to Song,BG,444000,,444000,2017
Baaghi,UTV,438000,,438000,2016
Land of Mine,SPC,435000,,435000,2016
Ferrari Ki Sawaari,Eros,434000,,434000,2012
But Always (Yi Sheng Yi Shi),CL,431000,,431000,2014
Saint Laurent,SPC,429000,,429000,2015
Beijing Love Story,CL,428000,,428000,2014
Listen to Me Marlon,SHO,426000,,426000,2015
Sound City,Vari.,423000,,423000,2013
Heart of a Dog,Abr.,421000,,421000,2015
The Witness (Wo shi zheng ren),CL,418000,,418000,2015
A Hijacking,Magn.,414000,,414000,2013
Grand Masti,Eros,414000,,414000,2013
Project Nim,RAtt.,411000,,411000,2011
Phata Poster Nikla Hero,Eros,411000,,411000,2013
Bag of Marbles,Gaum.,411000,,411000,2018
Unbranded,Grav.,410000,,410000,2015
Sound of My Voice,FoxS,408000,,408000,2012
Vertigo (60th Anniversary),Fathom,394000,,394000,2018
Tiny Furniture,IFC,392000,,392000,2010
Goodbye to Language,KL,390000,,390000,2014
Things To Come,IFC,388000,,388000,2016
Hesher,WHE,383000,,383000,2011
The Armstrong Lie,SPC,383000,,383000,2013
At Any Price,SPC,381000,,381000,2013
Humpty Sharma Ki Dulhania,Relbig.,380000,,380000,2014
Khiladi 786,Eros,379000,,379000,2012
Tom of Finland,KL,378000,,378000,2017
Smashed,SPC,377000,,377000,2012
The Second Mother,Osci.,377000,,377000,2015
The Lobster (Canada Release),Mon,377000,,377000,2016
Women Who Flirt (Sajiao Nvren),CL,375000,,375000,2014
Oh Lucy!,FM,375000,,375000,2018
Joe (2014),RAtt.,373000,,373000,2014
Shootout at Wadala,Eros,370000,,370000,2013
Kahlil Gibran's The Prophet (Gathr),Gathr,370000,,370000,2015
Grease (Sing-a-Long re-issue),Par.,366000,,366000,2010
The Oranges,ATO,366000,,366000,2012
Katti Batti,UTV,365000,,365000,2015
Mountain,Greenwich,365000,,365000,2018
Omar,AF,356000,,356000,2014
Mr. Donkey,CL,356000,,356000,2016
Kahlil Gibran's The Prophet,GK,355000,,355000,2015
Effie Gray,AF,353000,,353000,2015
Happy Bhaag Jayegi,Eros,352000,,352000,2016
Singham,Relbig.,351000,,351000,2011
The Face of Love,IFC,350000,,350000,2014
Noble,Asp.,347000,,347000,2015
High-Rise,Magn.,346000,,346000,2016
Gori Tere Pyaar Mein,Relbig.,342000,,342000,2013
Jimi: All Is By My Side,XL,341000,,341000,2014
Northern Limit Line,WGUSA,338000,,338000,2015
I Origins,FoxS,336000,,336000,2014
God's Own Country,Orion,336000,,336000,2017
Te3n,Rel.,332000,,332000,2016
